Region,Country,Year,Brand,Tier 1,Tier 2,Tier 3,Pep (%),Budget,Pep Budget,Bottler Budget,Category
LAB Mexico,Mexico,2025,Pepsi,STB - Push,Trade Equipment,"Stands/ Racks, Other Trade Equipment",0.0,3813565,0,3813565,CSD
LAB Mexico,Mexico,2025,Pepsi,STB - Push,Trade Equipment,Trade Equipment-Other,0.0,0,0,0,CSD
LAB Mexico,Mexico,2025,Pepsi,STB - Push,Trade Programs,Distribution Incentives,0.0,360000541,0,360000541,CSD
LAB Mexico,Mexico,2025,Pepsi,STB - Push,Trade Programs,Innovation Investments,0.0,0,0,0,CSD
LAB Mexico,Mexico,2025,Pepsi,STB - Push,Trade Programs,Other Trade Programs,0.0,0,0,0,CSD
LAB Mexico,Mexico,2025,Pepsi,STB - Push,Trade Programs,Sales Incentives,0.0,0,0,0,CSD
LAB Mexico,Mexico,2025,Pepsi,STB - Push,Trade Programs,Space Investments,0.0,88856065,0,88856065,CSD
LAB Mexico,Mexico,2025,Pepsi,STB - Push,Unilateral,CDAs,0.0,874069111,0,874069111,CSD
LAB Mexico,Mexico,2025,Pepsi,STB - Push,Unilateral,Capital Equipment,0.0,762,0,762,CSD
LAB Mexico,Mexico,2025,Pepsi,STB - Push,Unilateral,Other Unilateral,0.0,0,0,0,CSD
LAB Mexico,Mexico,2025,Pepsi,STB - Push,Unilateral,Price Support,0.0,0,0,0,CSD
LAB Mexico,Mexico,2025,Sabores,Pull-Non-Working,Ad Production,Digital Ad Production,100.0,42,42,0,Others
LAB Mexico,Mexico,2025,Sabores,Pull-Non-Working,Ad Production,Other Ad Production,0.0,0,0,0,Others
LAB Mexico,Mexico,2025,Sabores,Pull-Non-Working,Ad Production,TV Print Radio OOH Prod,100.0,2898988,2898988,0,Others
LAB Mexico,Mexico,2025,Sabores,Pull-Non-Working,Agency Fees,Creative Agency Fees,0.0,0,0,0,Others
LAB Mexico,Mexico,2025,Sabores,Pull-Non-Working,Agency Fees,In Store and POS Design/Development,0.0,0,0,0,Others
LAB Mexico,Mexico,2025,Sabores,Pull-Non-Working,Agency Fees,Media Agency Fees,100.0,6390952,6390952,0,Others
LAB Mexico,Mexico,2025,Sabores,Pull-Non-Working,Agency Fees,Other Agency Fees,0.0,0,0,0,Others
LAB Mexico,Mexico,2025,Sabores,Pull-Non-Working,Agency Fees,Social Media/Influence Marketing,0.0,0,0,0,Others
LAB Mexico,Mexico,2025,Sabores,Pull-Non-Working,Innovation and Insight,Innovation,0.0,0,0,0,Others
LAB Mexico,Mexico,2025,Sabores,Pull-Non-Working,Innovation and Insight,Market Research,0.0,0,0,0,Others
LAB Mexico,Mexico,2025,Sabores,Pull-Non-Working,Innovation and Insight,Other Innovation and Insight,0.0,0,0,0,Others
LAB Mexico,Mexico,2025,Sabores,Pull-Non-Working,Insight,Advanced Analytics,100.0,10278233,10278233,0,Others
LAB Mexico,Mexico,2025,Sabores,Pull-Non-Working,Insight,Brand Building,0.0,0,0,0,Others
LAB Mexico,Mexico,2025,Sabores,Pull-Non-Working,Insight,Consumer Tracking,100.0,5073230,5073230,0,Others
LAB Mexico,Mexico,2025,Sabores,Pull-Non-Working,Insight,Customer / Retail and Insights and Analytics,100.0,131772,131772,0,Others
LAB Mexico,Mexico,2025,Sabores,Pull-Non-Working,Insight,Foundational Data / Systems,0.0,0,0,0,Others
LAB Mexico,Mexico,2025,Sabores,Pull-Non-Working,Insight,Innovation Insights,0.0,0,0,0,Others
LAB Mexico,Mexico,2025,Sabores,Pull-Non-Working,Insight,Strategic Insights,100.0,3228419,3228419,0,Others
LAB Mexico,Mexico,2025,Sabores,Pull-Non-Working,Other Non Working,All Other Non Working,100.0,16339755,16339755,0,Others
LAB Mexico,Mexico,2025,Sabores,Pull-Non-Working,Other Non Working,NW-Cross Charges,0.0,0,0,0,Others
LAB Mexico,Mexico,2025,Sabores,Pull-Non-Working,Other Non Working,NW-Excluded non-A&M Items,0.0,0,0,0,Others
LAB Mexico,Mexico,2025,Sabores,Pull-Non-Working,Other Non Working,NW-Fall In / Fall Out,0.0,0,0,0,Others
LAB Mexico,Mexico,2025,Sabores,Pull-Non-Working,Other Non Working,Out of Scope Countries ( D8 Gastos),0.0,0,0,0,Others
LAB Mexico,Mexico,2025,Sabores,Pull-Non-Working,Package Design,Other Package Design,0.0,0,0,0,Others
LAB Mexico,Mexico,2025,Sabores,Pull-Non-Working,Package Design,Package Design,0.0,0,0,0,Others
LAB Mexico,Mexico,2025,Sabores,Pull-Working,Consumer Promotions,Consumer Promotions Execution,0.0,251684948,0,251684948,Others
LAB Mexico,Mexico,2025,Sabores,Pull-Working,Consumer Promotions,Coupons (Redemption),0.0,36,0,36,Others
LAB Mexico,Mexico,2025,Sabores,Pull-Working,Consumer Promotions,Other Consumer Promotions,0.0,0,0,0,Others
LAB Mexico,Mexico,2025,Sabores,Pull-Working,Consumer Promotions,Premiums,100.0,10871261,10871261,0,Others
LAB Mexico,Mexico,2025,Sabores,Pull-Working,In Store & POS Execution,In-Store and POS Execution,100.0,20095264,20095264,0,Others
LAB Mexico,Mexico,2025,Sabores,Pull-Working,In Store & POS Execution,Other In-Store and POS Execution,0.0,0,0,0,Others
LAB Mexico,Mexico,2025,Sabores,Pull-Working,Media Placements,Digital Media,0.0,0,0,0,Others
LAB Mexico,Mexico,2025,Sabores,Pull-Working,Media Placements,Media Placements,100.0,53763067,53763067,0,Others
LAB Mexico,Mexico,2025,Sabores,Pull-Working,Media Placements,Other Media,100.0,329430,329430,0,Others
LAB Mexico,Mexico,2025,Sabores,Pull-Working,Other Working,All Other Working,100.0,4696020,4696020,0,Others
LAB Mexico,Mexico,2025,Sabores,Pull-Working,Other Working,W-Cross Charges,0.0,0,0,0,Others
LAB Mexico,Mexico,2025,Sabores,Pull-Working,Other Working,W-Excluded non-A&M Items,0.0,0,0,0,Others
LAB Mexico,Mexico,2025,Sabores,Pull-Working,Other Working,W-Fall In / Fall Out,0.0,0,0,0,Others
LAB Mexico,Mexico,2025,Sabores,Pull-Working,Sampling,Other Sampling,0.0,0,0,0,Others
LAB Mexico,Mexico,2025,Sabores,Pull-Working,Sampling,Product Samples,100.0,197592,197592,0,Others
LAB Mexico,Mexico,2025,Sabores,Pull-Working,Sampling,Sample Executing,100.0,2833102,2833102,0,Others
LAB Mexico,Mexico,2025,Sabores,Pull-Working,Sponsorships,Other Sponsorships,0.0,0,0,0,Others
LAB Mexico,Mexico,2025,Sabores,Pull-Working,Sponsorships,Sponsorships,100.0,23982544,23982544,0,Others
LAB Mexico,Mexico,2025,Sabores,STB - Push,Capability Building/Other,Capability Building,0.0,7840381,0,7840381,Others
LAB Mexico,Mexico,2025,Sabores,STB - Push,Capability Building/Other,Capability Building/Other-Other,0.0,0,0,0,Others
LAB Mexico,Mexico,2025,Sabores,STB - Push,Trade Equipment,On Premise Equipment,0.0,9026397,0,9026397,Others
LAB Mexico,Mexico,2025,Sabores,STB - Push,Trade Equipment,"Stands/ Racks, Other Trade Equipment",0.0,658861,0,658861,Others
LAB Mexico,Mexico,2025,Sabores,STB - Push,Trade Equipment,Trade Equipment-Other,0.0,0,0,0,Others
LAB Mexico,Mexico,2025,Sabores,STB - Push,Trade Programs,Distribution Incentives,0.0,62196489,0,62196489,Others
LAB Mexico,Mexico,2025,Sabores,STB - Push,Trade Programs,Innovation Investments,0.0,0,0,0,Others
LAB Mexico,Mexico,2025,Sabores,STB - Push,Trade Programs,Other Trade Programs,0.0,0,0,0,Others
LAB Mexico,Mexico,2025,Sabores,STB - Push,Trade Programs,Sales Incentives,0.0,0,0,0,Others
LAB Mexico,Mexico,2025,Sabores,STB - Push,Trade Programs,Space Investments,0.0,15351464,0,15351464,Others
LAB Mexico,Mexico,2025,Sabores,STB - Push,Unilateral,CDAs,0.0,150992862,0,150992862,Others
LAB Mexico,Mexico,2025,Sabores,STB - Push,Unilateral,Capital Equipment,0.0,0,0,0,Others
LAB Mexico,Mexico,2025,Sabores,STB - Push,Unilateral,Other Unilateral,0.0,0,0,0,Others
LAB Mexico,Mexico,2025,Sabores,STB - Push,Unilateral,Price Support,0.0,0,0,0,Others
LAB South,Brazil,2025,Gatorade,Pull-Non-Working,Ad Production,Digital Ad Production,50.0,5393593,2696796,2696797,Sport Drinks
LAB South,Brazil,2025,Gatorade,Pull-Non-Working,Ad Production,Other Ad Production,50.0,4959595,2479797,2479798,Sport Drinks
LAB South,Brazil,2025,Gatorade,Pull-Non-Working,Ad Production,TV Print Radio OOH Prod,50.0,434002,217001,217001,Sport Drinks
LAB South,Brazil,2025,Gatorade,Pull-Non-Working,Agency Fees,Creative Agency Fees,50.0,4848468,2424234,2424234,Sport Drinks
LAB South,Brazil,2025,Gatorade,Pull-Non-Working,Agency Fees,In Store and POS Design/Development,50.0,3952525,1976262,1976263,Sport Drinks
LAB South,Brazil,2025,Gatorade,Pull-Non-Working,Agency Fees,Media Agency Fees,50.0,895948,447974,447974,Sport Drinks
LAB South,Brazil,2025,Gatorade,Pull-Non-Working,Agency Fees,Other Agency Fees,50.0,9774210,4887105,4887105,Sport Drinks
LAB South,Brazil,2025,Gatorade,Pull-Non-Working,Agency Fees,Social Media/Influence Marketing,50.0,9774210,4887105,4887105,Sport Drinks
LAB South,Brazil,2025,Gatorade,Pull-Non-Working,Innovation and Insight,Innovation,50.0,1578650,789325,789325,Sport Drinks
LAB South,Brazil,2025,Gatorade,Pull-Non-Working,Innovation and Insight,Market Research,50.0,575663,287831,287832,Sport Drinks
LAB South,Brazil,2025,Gatorade,Pull-Non-Working,Innovation and Insight,Other Innovation and Insight,50.0,575663,287831,287832,Sport Drinks
LAB South,Brazil,2025,Gatorade,Pull-Non-Working,Insight,Advanced Analytics,50.0,1002987,501493,501494,Sport Drinks
LAB South,Brazil,2025,Gatorade,Pull-Non-Working,Insight,Brand Building,50.0,1002987,501493,501494,Sport Drinks
LAB South,Brazil,2025,Gatorade,Pull-Non-Working,Insight,Consumer Tracking,50.0,31584499,15792249,15792250,Sport Drinks
LAB South,Brazil,2025,Gatorade,Pull-Non-Working,Insight,Customer / Retail and Insights and Analytics,50.0,7343479,3671739,3671740,Sport Drinks
LAB South,Brazil,2025,Gatorade,Pull-Non-Working,Insight,Foundational Data / Systems,50.0,1166855,583427,583428,Sport Drinks
LAB South,Brazil,2025,Gatorade,Pull-Non-Working,Insight,Innovation Insights,50.0,1608193,804096,804097,Sport Drinks
LAB South,Brazil,2025,Gatorade,Pull-Non-Working,Insight,Strategic Insights,50.0,4568430,2284215,2284215,Sport Drinks
LAB South,Brazil,2025,Gatorade,Pull-Non-Working,Other Non Working,All Other Non Working,50.0,2636730,1318365,1318365,Sport Drinks
LAB South,Brazil,2025,Gatorade,Pull-Non-Working,Other Non Working,NW-Cross Charges,50.0,71101,35550,35551,Sport Drinks
LAB South,Brazil,2025,Gatorade,Pull-Non-Working,Other Non Working,NW-Excluded non-A&M Items,50.0,430629,215314,215315,Sport Drinks
LAB South,Brazil,2025,Gatorade,Pull-Non-Working,Other Non Working,NW-Fall In / Fall Out,50.0,2135000,1067500,1067500,Sport Drinks
LAB South,Brazil,2025,Gatorade,Pull-Non-Working,Other Non Working,Out of Scope Countries ( D8 Gastos),50.0,21604289,10802144,10802145,Sport Drinks
LAB South,Brazil,2025,Gatorade,Pull-Non-Working,Package Design,Other Package Design,50.0,21604289,10802144,10802145,Sport Drinks
LAB South,Brazil,2025,Gatorade,Pull-Non-Working,Package Design,Package Design,50.0,45965167,22982583,22982584,Sport Drinks
LAB South,Brazil,2025,Gatorade,Pull-Working,Consumer Promotions,Consumer Promotions Execution,50.0,6215382,3107691,3107691,Sport Drinks
LAB South,Brazil,2025,Gatorade,Pull-Working,Consumer Promotions,Coupons (Redemption),50.0,4796637,2398318,2398319,Sport Drinks
LAB South,Brazil,2025,Gatorade,Pull-Working,Consumer Promotions,Other Consumer Promotions,50.0,11012020,5506010,5506010,Sport Drinks
LAB South,Brazil,2025,Gatorade,Pull-Working,Consumer Promotions,Premiums,50.0,307539,153769,153770,Sport Drinks
LAB South,Brazil,2025,Gatorade,Pull-Working,In Store & POS Execution,In-Store and POS Execution,50.0,307539,153769,153770,Sport Drinks
LAB South,Brazil,2025,Gatorade,Pull-Working,In Store & POS Execution,Other In-Store and POS Execution,50.0,4683983,2341991,2341992,Sport Drinks
LAB South,Brazil,2025,Gatorade,Pull-Working,Media Placements,Digital Media,50.0,4683983,2341991,2341992,Sport Drinks
LAB South,Brazil,2025,Gatorade,Pull-Working,Media Placements,Media Placements,50.0,19099173,9549586,9549587,Sport Drinks
LAB South,Brazil,2025,Gatorade,Pull-Working,Media Placements,Other Media,50.0,19099173,9549586,9549587,Sport Drinks
LAB South,Brazil,2025,Gatorade,Pull-Working,Other Working,All Other Working,50.0,10862450,5431225,5431225,Sport Drinks
LAB South,Brazil,2025,Gatorade,Pull-Working,Other Working,W-Cross Charges,50.0,10862450,5431225,5431225,Sport Drinks
LAB South,Brazil,2025,Gatorade,Pull-Working,Other Working,W-Excluded non-A&M Items,50.0,32973374,16486687,16486687,Sport Drinks
LAB South,Brazil,2025,Gatorade,Pull-Working,Other Working,W-Fall In / Fall Out,50.0,5903769,2951884,2951885,Sport Drinks
LAB South,Brazil,2025,Gatorade,Pull-Working,Sampling,Other Sampling,50.0,74274,37137,37137,Sport Drinks
LAB South,Brazil,2025,Gatorade,Pull-Working,Sampling,Product Samples,50.0,937932,468966,468966,Sport Drinks
LAB South,Brazil,2025,Gatorade,Pull-Working,Sampling,Sample Executing,50.0,23153932,11576966,11576966,Sport Drinks
LAB South,Brazil,2025,Gatorade,Pull-Working,Sponsorships,Other Sponsorships,50.0,30069904,15034952,15034952,Sport Drinks
LAB South,Brazil,2025,Gatorade,Pull-Working,Sponsorships,Sponsorships,50.0,2799072,1399536,1399536,Sport Drinks
LAB South,Brazil,2025,Gatorade,STB - Push,Capability Building/Other,Capability Building,50.0,1720621,860310,860311,Sport Drinks
LAB South,Brazil,2025,Gatorade,STB - Push,Capability Building/Other,Capability Building/Other-Other,50.0,2903470,1451735,1451735,Sport Drinks
LAB South,Brazil,2025,Gatorade,STB - Push,Trade Equipment,On Premise Equipment,50.0,46729064,23364532,23364532,Sport Drinks
LAB South,Brazil,2025,Gatorade,STB - Push,Trade Equipment,"Stands/ Racks, Other Trade Equipment",50.0,24584223,12292111,12292112,Sport Drinks
LAB South,Brazil,2025,Gatorade,STB - Push,Trade Equipment,Trade Equipment-Other,50.0,9511896,4755948,4755948,Sport Drinks
LAB South,Brazil,2025,Gatorade,STB - Push,Trade Programs,Distribution Incentives,50.0,2331469,1165734,1165735,Sport Drinks
LAB South,Brazil,2025,Gatorade,STB - Push,Trade Programs,Innovation Investments,50.0,3740283,1870141,1870142,Sport Drinks
LAB South,Brazil,2025,Gatorade,STB - Push,Trade Programs,Other Trade Programs,50.0,40167873,20083936,20083937,Sport Drinks
LAB South,Brazil,2025,Gatorade,STB - Push,Trade Programs,Sales Incentives,50.0,6561196,3280598,3280598,Sport Drinks
LAB South,Brazil,2025,Gatorade,STB - Push,Trade Programs,Space Investments,50.0,6561196,3280598,3280598,Sport Drinks
LAB South,Brazil,2025,Gatorade,STB - Push,Unilateral,CDAs,50.0,4230073,2115036,2115037,Sport Drinks
LAB South,Brazil,2025,Gatorade,STB - Push,Unilateral,Capital Equipment,0.0,0,0,0,Sport Drinks
LAB South,Brazil,2025,Gatorade,STB - Push,Unilateral,Other Unilateral,50.0,1497308,748654,748654,Sport Drinks
LAB South,Brazil,2025,Gatorade,STB - Push,Unilateral,Price Support,50.0,2379926,1189963,1189963,Sport Drinks
LAB South,Brazil,2025,H2OH,Pull-Non-Working,Ad Production,Digital Ad Production,50.0,5393596,2696798,2696798,CSD
LAB South,Brazil,2025,H2OH,Pull-Non-Working,Ad Production,Other Ad Production,50.0,4959594,2479797,2479797,CSD
LAB South,Brazil,2025,H2OH,Pull-Non-Working,Ad Production,TV Print Radio OOH Prod,50.0,434002,217001,217001,CSD
LAB South,Brazil,2025,H2OH,Pull-Non-Working,Agency Fees,Creative Agency Fees,50.0,4848467,2424233,2424234,CSD
LAB South,Brazil,2025,H2OH,Pull-Non-Working,Agency Fees,In Store and POS Design/Development,50.0,3952524,1976262,1976262,CSD
LAB South,Brazil,2025,H2OH,Pull-Non-Working,Agency Fees,Media Agency Fees,50.0,895948,447974,447974,CSD
LAB South,Brazil,2025,H2OH,Pull-Non-Working,Agency Fees,Other Agency Fees,50.0,9774208,4887104,4887104,CSD
LAB South,Brazil,2025,H2OH,Pull-Non-Working,Agency Fees,Social Media/Influence Marketing,50.0,9774208,4887104,4887104,CSD
LAB South,Brazil,2025,H2OH,Pull-Non-Working,Innovation and Insight,Innovation,50.0,1578648,789324,789324,CSD
LAB South,Brazil,2025,H2OH,Pull-Non-Working,Innovation and Insight,Market Research,50.0,575667,287833,287834,CSD
LAB South,Brazil,2025,H2OH,Pull-Non-Working,Innovation and Insight,Other Innovation and Insight,50.0,575667,287833,287834,CSD
LAB South,Brazil,2025,H2OH,Pull-Non-Working,Insight,Advanced Analytics,50.0,1002986,501493,501493,CSD
LAB South,Brazil,2025,H2OH,Pull-Non-Working,Insight,Brand Building,50.0,1002986,501493,501493,CSD
LAB South,Brazil,2025,H2OH,Pull-Non-Working,Insight,Consumer Tracking,50.0,31584498,15792249,15792249,CSD
LAB South,Brazil,2025,H2OH,Pull-Non-Working,Insight,Customer / Retail and Insights and Analytics,50.0,7343478,3671739,3671739,CSD
LAB South,Brazil,2025,H2OH,Pull-Non-Working,Insight,Foundational Data / Systems,50.0,1166856,583428,583428,CSD
LAB South,Brazil,2025,H2OH,Pull-Non-Working,Insight,Innovation Insights,50.0,1608194,804097,804097,CSD
LAB South,Brazil,2025,H2OH,Pull-Non-Working,Insight,Strategic Insights,50.0,4568427,2284213,2284214,CSD
LAB South,Brazil,2025,H2OH,Pull-Non-Working,Other Non Working,All Other Non Working,50.0,2636726,1318363,1318363,CSD
LAB South,Brazil,2025,H2OH,Pull-Non-Working,Other Non Working,NW-Cross Charges,50.0,71097,35548,35549,CSD
LAB South,Brazil,2025,H2OH,Pull-Non-Working,Other Non Working,NW-Excluded non-A&M Items,50.0,430626,215313,215313,CSD
LAB South,Brazil,2025,H2OH,Pull-Non-Working,Other Non Working,NW-Fall In / Fall Out,50.0,2135002,1067501,1067501,CSD
LAB South,Brazil,2025,H2OH,Pull-Non-Working,Other Non Working,Out of Scope Countries ( D8 Gastos),50.0,21604288,10802144,10802144,CSD
LAB South,Brazil,2025,H2OH,Pull-Non-Working,Package Design,Other Package Design,50.0,21604288,10802144,10802144,CSD
LAB South,Brazil,2025,H2OH,Pull-Non-Working,Package Design,Package Design,50.0,45965166,22982583,22982583,CSD
LAB South,Brazil,2025,H2OH,Pull-Working,Consumer Promotions,Consumer Promotions Execution,50.0,6215384,3107692,3107692,CSD
LAB South,Brazil,2025,H2OH,Pull-Working,Consumer Promotions,Coupons (Redemption),50.0,4796633,2398316,2398317,CSD
LAB South,Brazil,2025,H2OH,Pull-Working,Consumer Promotions,Other Consumer Promotions,50.0,11012017,5506008,5506009,CSD
LAB South,Brazil,2025,H2OH,Pull-Working,Consumer Promotions,Premiums,50.0,307538,153769,153769,CSD
LAB South,Brazil,2025,H2OH,Pull-Working,In Store & POS Execution,In-Store and POS Execution,50.0,307538,153769,153769,CSD
LAB South,Brazil,2025,H2OH,Pull-Working,In Store & POS Execution,Other In-Store and POS Execution,50.0,4683983,2341991,2341992,CSD
LAB South,Brazil,2025,H2OH,Pull-Working,Media Placements,Digital Media,50.0,4683983,2341991,2341992,CSD
LAB South,Brazil,2025,H2OH,Pull-Working,Media Placements,Media Placements,50.0,19099173,9549586,9549587,CSD
LAB South,Brazil,2025,H2OH,Pull-Working,Media Placements,Other Media,50.0,19099173,9549586,9549587,CSD
LAB South,Brazil,2025,H2OH,Pull-Working,Other Working,All Other Working,50.0,10862452,5431226,5431226,CSD
LAB South,Brazil,2025,H2OH,Pull-Working,Other Working,W-Cross Charges,50.0,10862452,5431226,5431226,CSD
LAB South,Brazil,2025,H2OH,Pull-Working,Other Working,W-Excluded non-A&M Items,50.0,32973374,16486687,16486687,CSD
LAB South,Brazil,2025,H2OH,Pull-Working,Other Working,W-Fall In / Fall Out,50.0,5903767,2951883,2951884,CSD
LAB South,Brazil,2025,H2OH,Pull-Working,Sampling,Other Sampling,50.0,74272,37136,37136,CSD
LAB South,Brazil,2025,H2OH,Pull-Working,Sampling,Product Samples,50.0,937930,468965,468965,CSD
LAB South,Brazil,2025,H2OH,Pull-Working,Sampling,Sample Executing,50.0,23153931,11576965,11576966,CSD
LAB South,Brazil,2025,H2OH,Pull-Working,Sponsorships,Other Sponsorships,50.0,30069902,15034951,15034951,CSD
LAB South,Brazil,2025,H2OH,Pull-Working,Sponsorships,Sponsorships,50.0,2799073,1399536,1399537,CSD
LAB South,Brazil,2025,H2OH,STB - Push,Capability Building/Other,Capability Building,50.0,1720621,860310,860311,CSD
LAB South,Brazil,2025,H2OH,STB - Push,Capability Building/Other,Capability Building/Other-Other,50.0,2903466,1451733,1451733,CSD
LAB South,Brazil,2025,H2OH,STB - Push,Trade Equipment,On Premise Equipment,50.0,46729067,23364533,23364534,CSD
LAB South,Brazil,2025,H2OH,STB - Push,Trade Equipment,"Stands/ Racks, Other Trade Equipment",50.0,24584225,12292112,12292113,CSD
LAB South,Brazil,2025,H2OH,STB - Push,Trade Equipment,Trade Equipment-Other,50.0,9511898,4755949,4755949,CSD
LAB South,Brazil,2025,H2OH,STB - Push,Trade Programs,Distribution Incentives,50.0,2331470,1165735,1165735,CSD
LAB South,Brazil,2025,H2OH,STB - Push,Trade Programs,Innovation Investments,0.0,0,0,0,CSD
LAB South,Brazil,2025,H2OH,STB - Push,Trade Programs,Other Trade Programs,50.0,40167873,20083936,20083937,CSD
LAB South,Brazil,2025,H2OH,STB - Push,Trade Programs,Sales Incentives,50.0,6561194,3280597,3280597,CSD
LAB South,Brazil,2025,H2OH,STB - Push,Trade Programs,Space Investments,50.0,6561194,3280597,3280597,CSD
LAB South,Brazil,2025,H2OH,STB - Push,Unilateral,CDAs,50.0,4230076,2115038,2115038,CSD
LAB South,Brazil,2025,H2OH,STB - Push,Unilateral,Capital Equipment,50.0,35385337,17692668,17692669,CSD
LAB South,Brazil,2025,H2OH,STB - Push,Unilateral,Other Unilateral,50.0,1497307,748653,748654,CSD
LAB South,Brazil,2025,H2OH,STB - Push,Unilateral,Price Support,50.0,2379928,1189964,1189964,CSD
LAB South,Brazil,2025,Lipton,Pull-Non-Working,Ad Production,Digital Ad Production,50.0,17056889,8528444,8528445,RTD Tea
LAB South,Brazil,2025,Lipton,Pull-Non-Working,Ad Production,Other Ad Production,50.0,10221134,5110567,5110567,RTD Tea
LAB South,Brazil,2025,Lipton,Pull-Non-Working,Ad Production,TV Print Radio OOH Prod,50.0,35385343,17692671,17692672,RTD Tea
LAB South,Brazil,2025,Lipton,Pull-Non-Working,Agency Fees,Creative Agency Fees,50.0,973504,486752,486752,RTD Tea
LAB South,Brazil,2025,Lipton,Pull-Non-Working,Agency Fees,In Store and POS Design/Development,50.0,76797,38398,38399,RTD Tea
LAB South,Brazil,2025,Lipton,Pull-Non-Working,Agency Fees,Media Agency Fees,50.0,396373,198186,198187,RTD Tea
LAB South,Brazil,2025,Lipton,Pull-Non-Working,Agency Fees,Other Agency Fees,50.0,500333,250166,250167,RTD Tea
LAB South,Brazil,2025,Lipton,Pull-Non-Working,Agency Fees,Social Media/Influence Marketing,50.0,973504,486752,486752,RTD Tea
LAB South,Brazil,2025,Lipton,Pull-Non-Working,Innovation and Insight,Innovation,50.0,12190834,6095417,6095417,RTD Tea
LAB South,Brazil,2025,Lipton,Pull-Non-Working,Innovation and Insight,Market Research,50.0,1999997,999998,999999,RTD Tea
LAB South,Brazil,2025,Lipton,Pull-Non-Working,Innovation and Insight,Other Innovation and Insight,50.0,1999997,999998,999999,RTD Tea
LAB South,Brazil,2025,Lipton,Pull-Non-Working,Insight,Advanced Analytics,50.0,5163897,2581948,2581949,RTD Tea
LAB South,Brazil,2025,Lipton,Pull-Non-Working,Insight,Brand Building,50.0,1445049,722524,722525,RTD Tea
LAB South,Brazil,2025,Lipton,Pull-Non-Working,Insight,Consumer Tracking,50.0,754056,377028,377028,RTD Tea
LAB South,Brazil,2025,Lipton,Pull-Non-Working,Insight,Customer / Retail and Insights and Analytics,50.0,2964791,1482395,1482396,RTD Tea
LAB South,Brazil,2025,Lipton,Pull-Non-Working,Insight,Foundational Data / Systems,50.0,5163897,2581948,2581949,RTD Tea
LAB South,Brazil,2025,Lipton,Pull-Non-Working,Insight,Innovation Insights,50.0,5026938,2513469,2513469,RTD Tea
LAB South,Brazil,2025,Lipton,Pull-Non-Working,Insight,Strategic Insights,50.0,4679039,2339519,2339520,RTD Tea
LAB South,Brazil,2025,Lipton,Pull-Non-Working,Other Non Working,All Other Non Working,50.0,347898,173949,173949,RTD Tea
LAB South,Brazil,2025,Lipton,Pull-Non-Working,Other Non Working,NW-Cross Charges,50.0,5026938,2513469,2513469,RTD Tea
LAB South,Brazil,2025,Lipton,Pull-Non-Working,Other Non Working,NW-Excluded non-A&M Items,50.0,311714719,155857359,155857360,RTD Tea
LAB South,Brazil,2025,Lipton,Pull-Non-Working,Other Non Working,NW-Fall In / Fall Out,50.0,56281503,28140751,28140752,RTD Tea
LAB South,Brazil,2025,Lipton,Pull-Non-Working,Other Non Working,Out of Scope Countries ( D8 Gastos),50.0,30838253,15419126,15419127,RTD Tea
LAB South,Brazil,2025,Lipton,Pull-Non-Working,Package Design,Other Package Design,50.0,5844974,2922487,2922487,RTD Tea
LAB South,Brazil,2025,Lipton,Pull-Non-Working,Package Design,Package Design,50.0,5844974,2922487,2922487,RTD Tea
LAB South,Brazil,2025,Lipton,Pull-Working,Consumer Promotions,Consumer Promotions Execution,50.0,6137590,3068795,3068795,RTD Tea
LAB South,Brazil,2025,Lipton,Pull-Working,Consumer Promotions,Coupons (Redemption),50.0,6137590,3068795,3068795,RTD Tea
LAB South,Brazil,2025,Lipton,Pull-Working,Consumer Promotions,Other Consumer Promotions,50.0,9662890,4831445,4831445,RTD Tea
LAB South,Brazil,2025,Lipton,Pull-Working,Consumer Promotions,Premiums,50.0,3797809,1898904,1898905,RTD Tea
LAB South,Brazil,2025,Lipton,Pull-Working,In Store & POS Execution,In-Store and POS Execution,50.0,13460699,6730349,6730350,RTD Tea
LAB South,Brazil,2025,Lipton,Pull-Working,In Store & POS Execution,Other In-Store and POS Execution,50.0,60163819,30081909,30081910,RTD Tea
LAB South,Brazil,2025,Lipton,Pull-Working,Media Placements,Digital Media,50.0,2650762,1325381,1325381,RTD Tea
LAB South,Brazil,2025,Lipton,Pull-Working,Media Placements,Media Placements,50.0,2779837,1389918,1389919,RTD Tea
LAB South,Brazil,2025,Lipton,Pull-Working,Media Placements,Other Media,50.0,1473518,736759,736759,RTD Tea
LAB South,Brazil,2025,Lipton,Pull-Working,Other Working,All Other Working,50.0,9660190,4830095,4830095,RTD Tea
LAB South,Brazil,2025,Lipton,Pull-Working,Other Working,W-Cross Charges,50.0,16564293,8282146,8282147,RTD Tea
LAB South,Brazil,2025,Lipton,Pull-Working,Other Working,W-Excluded non-A&M Items,50.0,6090698,3045349,3045349,RTD Tea
LAB South,Brazil,2025,Lipton,Pull-Working,Other Working,W-Fall In / Fall Out,50.0,11649996,5824998,5824998,RTD Tea
LAB South,Brazil,2025,Lipton,Pull-Working,Sampling,Other Sampling,50.0,17740695,8870347,8870348,RTD Tea
LAB South,Brazil,2025,Lipton,Pull-Working,Sampling,Product Samples,50.0,7151395,3575697,3575698,RTD Tea
