Region,Country,Year,Brand,Tier 1,Tier 2,Tier 3,Pep (%),Budget,Pep Budget,Bottler Budget,Category
LAB South,Brazil,2025,Lipton,Pull-Working,Sampling,Sample Executing,50.0,22707430,11353715,11353715,RTD Tea
LAB South,Brazil,2025,Lipton,Pull-Working,Sponsorships,Other Sponsorships,50.0,25858815,12929407,12929408,RTD Tea
LAB South,Brazil,2025,Lipton,Pull-Working,Sponsorships,Sponsorships,50.0,195269381,97634690,97634691,RTD Tea
LAB South,Brazil,2025,Lipton,STB - Push,Capability Building/Other,Capability Building,50.0,169490005,84745002,84745003,RTD Tea
LAB South,Brazil,2025,Lipton,STB - Push,Capability Building/Other,Capability Building/Other-Other,50.0,169490005,84745002,84745003,RTD Tea
LAB South,Brazil,2025,Lipton,STB - Push,Trade Equipment,On Premise Equipment,50.0,1201284,600642,600642,RTD Tea
LAB South,Brazil,2025,Lipton,STB - Push,Trade Equipment,"Stands/ Racks, Other Trade Equipment",50.0,19322660,9661330,9661330,RTD Tea
LAB South,Brazil,2025,Lipton,STB - Push,Trade Equipment,Trade Equipment-Other,50.0,5255445,2627722,2627723,RTD Tea
LAB South,Brazil,2025,Lipton,STB - Push,Trade Programs,Distribution Incentives,50.0,25779390,12889695,12889695,RTD Tea
LAB South,Brazil,2025,Lipton,STB - Push,Trade Programs,Innovation Investments,50.0,26542404,13271202,13271202,RTD Tea
LAB South,Brazil,2025,Lipton,STB - Push,Trade Programs,Other Trade Programs,50.0,5369684,2684842,2684842,RTD Tea
LAB South,Brazil,2025,Lipton,STB - Push,Trade Programs,Sales Incentives,50.0,232527,116263,116264,RTD Tea
LAB South,Brazil,2025,Lipton,STB - Push,Trade Programs,Space Investments,50.0,1914242,957121,957121,RTD Tea
LAB South,Brazil,2025,Lipton,STB - Push,Unilateral,CDAs,50.0,5997888,2998944,2998944,RTD Tea
LAB South,Brazil,2025,Lipton,STB - Push,Unilateral,Capital Equipment,0.0,0,0,0,RTD Tea
LAB South,Brazil,2025,Lipton,STB - Push,Unilateral,Other Unilateral,50.0,40271301,20135650,20135651,RTD Tea
LAB South,Brazil,2025,Lipton,STB - Push,Unilateral,Price Support,50.0,39060536,19530268,19530268,RTD Tea
LAB South,Brazil,2025,Pepsi,Pull-Non-Working,Ad Production,Digital Ad Production,50.0,5393593,2696796,2696797,CSD
LAB South,Brazil,2025,Pepsi,Pull-Non-Working,Ad Production,Other Ad Production,50.0,4959595,2479797,2479798,CSD
LAB South,Brazil,2025,Pepsi,Pull-Non-Working,Ad Production,TV Print Radio OOH Prod,50.0,434002,217001,217001,CSD
LAB South,Brazil,2025,Pepsi,Pull-Non-Working,Agency Fees,Creative Agency Fees,50.0,4848468,2424234,2424234,CSD
LAB South,Brazil,2025,Pepsi,Pull-Non-Working,Agency Fees,In Store and POS Design/Development,50.0,3952525,1976262,1976263,CSD
LAB South,Brazil,2025,Pepsi,Pull-Non-Working,Agency Fees,Media Agency Fees,50.0,895948,447974,447974,CSD
LAB South,Brazil,2025,Pepsi,Pull-Non-Working,Agency Fees,Other Agency Fees,50.0,9774210,4887105,4887105,CSD
LAB South,Brazil,2025,Pepsi,Pull-Non-Working,Agency Fees,Social Media/Influence Marketing,50.0,9774210,4887105,4887105,CSD
LAB South,Brazil,2025,Pepsi,Pull-Non-Working,Innovation and Insight,Innovation,50.0,1578650,789325,789325,CSD
LAB South,Brazil,2025,Pepsi,Pull-Non-Working,Innovation and Insight,Market Research,50.0,575663,287831,287832,CSD
LAB South,Brazil,2025,Pepsi,Pull-Non-Working,Innovation and Insight,Other Innovation and Insight,50.0,575663,287831,287832,CSD
LAB South,Brazil,2025,Pepsi,Pull-Non-Working,Insight,Advanced Analytics,50.0,1002987,501493,501494,CSD
LAB South,Brazil,2025,Pepsi,Pull-Non-Working,Insight,Brand Building,50.0,1002987,501493,501494,CSD
LAB South,Brazil,2025,Pepsi,Pull-Non-Working,Insight,Consumer Tracking,50.0,31584499,15792249,15792250,CSD
LAB South,Brazil,2025,Pepsi,Pull-Non-Working,Insight,Customer / Retail and Insights and Analytics,50.0,7343479,3671739,3671740,CSD
LAB South,Brazil,2025,Pepsi,Pull-Non-Working,Insight,Foundational Data / Systems,50.0,1166855,583427,583428,CSD
LAB South,Brazil,2025,Pepsi,Pull-Non-Working,Insight,Innovation Insights,50.0,1608193,804096,804097,CSD
LAB South,Brazil,2025,Pepsi,Pull-Non-Working,Insight,Strategic Insights,50.0,4568430,2284215,2284215,CSD
LAB South,Brazil,2025,Pepsi,Pull-Non-Working,Other Non Working,All Other Non Working,50.0,2636730,1318365,1318365,CSD
LAB South,Brazil,2025,Pepsi,Pull-Non-Working,Other Non Working,NW-Cross Charges,50.0,71101,35550,35551,CSD
LAB South,Brazil,2025,Pepsi,Pull-Non-Working,Other Non Working,NW-Excluded non-A&M Items,50.0,430629,215314,215315,CSD
LAB South,Brazil,2025,Pepsi,Pull-Non-Working,Other Non Working,NW-Fall In / Fall Out,50.0,2135000,1067500,1067500,CSD
LAB South,Brazil,2025,Pepsi,Pull-Non-Working,Other Non Working,Out of Scope Countries ( D8 Gastos),50.0,21604289,10802144,10802145,CSD
LAB South,Brazil,2025,Pepsi,Pull-Non-Working,Package Design,Other Package Design,50.0,21604289,10802144,10802145,CSD
LAB South,Brazil,2025,Pepsi,Pull-Non-Working,Package Design,Package Design,50.0,45965167,22982583,22982584,CSD
LAB South,Brazil,2025,Pepsi,Pull-Working,Consumer Promotions,Consumer Promotions Execution,50.0,6215382,3107691,3107691,CSD
LAB South,Brazil,2025,Pepsi,Pull-Working,Consumer Promotions,Coupons (Redemption),50.0,4796637,2398318,2398319,CSD
LAB South,Brazil,2025,Pepsi,Pull-Working,Consumer Promotions,Other Consumer Promotions,50.0,11012020,5506010,5506010,CSD
LAB South,Brazil,2025,Pepsi,Pull-Working,Consumer Promotions,Premiums,50.0,307539,153769,153770,CSD
LAB South,Brazil,2025,Pepsi,Pull-Working,In Store & POS Execution,In-Store and POS Execution,50.0,307539,153769,153770,CSD
LAB South,Brazil,2025,Pepsi,Pull-Working,In Store & POS Execution,Other In-Store and POS Execution,50.0,4683983,2341991,2341992,CSD
LAB South,Brazil,2025,Pepsi,Pull-Working,Media Placements,Digital Media,50.0,4683983,2341991,2341992,CSD
LAB South,Brazil,2025,Pepsi,Pull-Working,Media Placements,Media Placements,50.0,19099173,9549586,9549587,CSD
LAB South,Brazil,2025,Pepsi,Pull-Working,Media Placements,Other Media,50.0,19099173,9549586,9549587,CSD
LAB South,Brazil,2025,Pepsi,Pull-Working,Other Working,All Other Working,50.0,10862450,5431225,5431225,CSD
LAB South,Brazil,2025,Pepsi,Pull-Working,Other Working,W-Cross Charges,50.0,10862450,5431225,5431225,CSD
LAB South,Brazil,2025,Pepsi,Pull-Working,Other Working,W-Excluded non-A&M Items,50.0,32973374,16486687,16486687,CSD
LAB South,Brazil,2025,Pepsi,Pull-Working,Other Working,W-Fall In / Fall Out,50.0,5903769,2951884,2951885,CSD
LAB South,Brazil,2025,Pepsi,Pull-Working,Sampling,Other Sampling,50.0,74274,37137,37137,CSD
LAB South,Brazil,2025,Pepsi,Pull-Working,Sampling,Product Samples,50.0,937932,468966,468966,CSD
LAB South,Brazil,2025,Pepsi,Pull-Working,Sampling,Sample Executing,50.0,23153932,11576966,11576966,CSD
LAB South,Brazil,2025,Pepsi,Pull-Working,Sponsorships,Other Sponsorships,50.0,30069904,15034952,15034952,CSD
LAB South,Brazil,2025,Pepsi,Pull-Working,Sponsorships,Sponsorships,50.0,2799072,1399536,1399536,CSD
LAB South,Brazil,2025,Pepsi,STB - Push,Capability Building/Other,Capability Building,50.0,1720621,860310,860311,CSD
LAB South,Brazil,2025,Pepsi,STB - Push,Capability Building/Other,Capability Building/Other-Other,50.0,2903470,1451735,1451735,CSD
LAB South,Brazil,2025,Pepsi,STB - Push,Trade Equipment,On Premise Equipment,50.0,46729064,23364532,23364532,CSD
LAB South,Brazil,2025,Pepsi,STB - Push,Trade Equipment,"Stands/ Racks, Other Trade Equipment",50.0,24584223,12292111,12292112,CSD
LAB South,Brazil,2025,Pepsi,STB - Push,Trade Equipment,Trade Equipment-Other,50.0,9511896,4755948,4755948,CSD
LAB South,Brazil,2025,Pepsi,STB - Push,Trade Programs,Distribution Incentives,50.0,2331469,1165734,1165735,CSD
LAB South,Brazil,2025,Pepsi,STB - Push,Trade Programs,Innovation Investments,50.0,3740283,1870141,1870142,CSD
LAB South,Brazil,2025,Pepsi,STB - Push,Trade Programs,Other Trade Programs,50.0,40167873,20083936,20083937,CSD
LAB South,Brazil,2025,Pepsi,STB - Push,Trade Programs,Sales Incentives,50.0,6561196,3280598,3280598,CSD
LAB South,Brazil,2025,Pepsi,STB - Push,Trade Programs,Space Investments,50.0,6561196,3280598,3280598,CSD
LAB South,Brazil,2025,Pepsi,STB - Push,Unilateral,CDAs,50.0,4230073,2115036,2115037,CSD
LAB South,Brazil,2025,Pepsi,STB - Push,Unilateral,Capital Equipment,0.0,0,0,0,CSD
LAB South,Brazil,2025,Pepsi,STB - Push,Unilateral,Other Unilateral,50.0,1497308,748654,748654,CSD
LAB South,Brazil,2025,Pepsi,STB - Push,Unilateral,Price Support,50.0,2379926,1189963,1189963,CSD
LAB South,Brazil,2025,TEEM,Pull-Non-Working,Ad Production,Digital Ad Production,50.0,17056889,8528444,8528445,CSD
LAB South,Brazil,2025,TEEM,Pull-Non-Working,Ad Production,Other Ad Production,50.0,10221134,5110567,5110567,CSD
LAB South,Brazil,2025,TEEM,Pull-Non-Working,Ad Production,TV Print Radio OOH Prod,50.0,35385343,17692671,17692672,CSD
LAB South,Brazil,2025,TEEM,Pull-Non-Working,Agency Fees,Creative Agency Fees,50.0,973504,486752,486752,CSD
LAB South,Brazil,2025,TEEM,Pull-Non-Working,Agency Fees,In Store and POS Design/Development,50.0,76797,38398,38399,CSD
LAB South,Brazil,2025,TEEM,Pull-Non-Working,Agency Fees,Media Agency Fees,50.0,396373,198186,198187,CSD
LAB South,Brazil,2025,TEEM,Pull-Non-Working,Agency Fees,Other Agency Fees,50.0,500333,250166,250167,CSD
LAB South,Brazil,2025,TEEM,Pull-Non-Working,Agency Fees,Social Media/Influence Marketing,50.0,973504,486752,486752,CSD
LAB South,Brazil,2025,TEEM,Pull-Non-Working,Innovation and Insight,Innovation,50.0,12190834,6095417,6095417,CSD
LAB South,Brazil,2025,TEEM,Pull-Non-Working,Innovation and Insight,Market Research,50.0,1999997,999998,999999,CSD
LAB South,Brazil,2025,TEEM,Pull-Non-Working,Innovation and Insight,Other Innovation and Insight,50.0,1999997,999998,999999,CSD
LAB South,Brazil,2025,TEEM,Pull-Non-Working,Insight,Advanced Analytics,50.0,5163897,2581948,2581949,CSD
LAB South,Brazil,2025,TEEM,Pull-Non-Working,Insight,Brand Building,50.0,1445049,722524,722525,CSD
LAB South,Brazil,2025,TEEM,Pull-Non-Working,Insight,Consumer Tracking,50.0,754056,377028,377028,CSD
LAB South,Brazil,2025,TEEM,Pull-Non-Working,Insight,Customer / Retail and Insights and Analytics,50.0,2964791,1482395,1482396,CSD
LAB South,Brazil,2025,TEEM,Pull-Non-Working,Insight,Foundational Data / Systems,50.0,5163897,2581948,2581949,CSD
LAB South,Brazil,2025,TEEM,Pull-Non-Working,Insight,Innovation Insights,50.0,5026938,2513469,2513469,CSD
LAB South,Brazil,2025,TEEM,Pull-Non-Working,Insight,Strategic Insights,50.0,4679039,2339519,2339520,CSD
LAB South,Brazil,2025,TEEM,Pull-Non-Working,Other Non Working,All Other Non Working,50.0,347898,173949,173949,CSD
LAB South,Brazil,2025,TEEM,Pull-Non-Working,Other Non Working,NW-Cross Charges,50.0,5026938,2513469,2513469,CSD
LAB South,Brazil,2025,TEEM,Pull-Non-Working,Other Non Working,NW-Excluded non-A&M Items,50.0,311714719,155857359,155857360,CSD
LAB South,Brazil,2025,TEEM,Pull-Non-Working,Other Non Working,NW-Fall In / Fall Out,50.0,56281503,28140751,28140752,CSD
LAB South,Brazil,2025,TEEM,Pull-Non-Working,Other Non Working,Out of Scope Countries ( D8 Gastos),50.0,30838253,15419126,15419127,CSD
LAB South,Brazil,2025,TEEM,Pull-Non-Working,Package Design,Other Package Design,50.0,5844974,2922487,2922487,CSD
LAB South,Brazil,2025,TEEM,Pull-Non-Working,Package Design,Package Design,50.0,5844974,2922487,2922487,CSD
LAB South,Brazil,2025,TEEM,Pull-Working,Consumer Promotions,Consumer Promotions Execution,50.0,6137590,3068795,3068795,CSD
LAB South,Brazil,2025,TEEM,Pull-Working,Consumer Promotions,Coupons (Redemption),50.0,6137590,3068795,3068795,CSD
LAB South,Brazil,2025,TEEM,Pull-Working,Consumer Promotions,Other Consumer Promotions,50.0,9662890,4831445,4831445,CSD
LAB South,Brazil,2025,TEEM,Pull-Working,Consumer Promotions,Premiums,50.0,3797809,1898904,1898905,CSD
LAB South,Brazil,2025,TEEM,Pull-Working,In Store & POS Execution,In-Store and POS Execution,50.0,13460699,6730349,6730350,CSD
LAB South,Brazil,2025,TEEM,Pull-Working,In Store & POS Execution,Other In-Store and POS Execution,50.0,60163819,30081909,30081910,CSD
LAB South,Brazil,2025,TEEM,Pull-Working,Media Placements,Digital Media,50.0,2650762,1325381,1325381,CSD
LAB South,Brazil,2025,TEEM,Pull-Working,Media Placements,Media Placements,50.0,2779837,1389918,1389919,CSD
LAB South,Brazil,2025,TEEM,Pull-Working,Media Placements,Other Media,50.0,1473518,736759,736759,CSD
LAB South,Brazil,2025,TEEM,Pull-Working,Other Working,All Other Working,50.0,9660190,4830095,4830095,CSD
LAB South,Brazil,2025,TEEM,Pull-Working,Other Working,W-Cross Charges,50.0,16564293,8282146,8282147,CSD
LAB South,Brazil,2025,TEEM,Pull-Working,Other Working,W-Excluded non-A&M Items,50.0,6090698,3045349,3045349,CSD
LAB South,Brazil,2025,TEEM,Pull-Working,Other Working,W-Fall In / Fall Out,50.0,11649996,5824998,5824998,CSD
LAB South,Brazil,2025,TEEM,Pull-Working,Sampling,Other Sampling,50.0,17740695,8870347,8870348,CSD
LAB South,Brazil,2025,TEEM,Pull-Working,Sampling,Product Samples,50.0,7151395,3575697,3575698,CSD
LAB South,Brazil,2025,TEEM,Pull-Working,Sampling,Sample Executing,50.0,22707430,11353715,11353715,CSD
LAB South,Brazil,2025,TEEM,Pull-Working,Sponsorships,Other Sponsorships,50.0,25858815,12929407,12929408,CSD
LAB South,Brazil,2025,TEEM,Pull-Working,Sponsorships,Sponsorships,50.0,195269381,97634690,97634691,CSD
LAB South,Brazil,2025,TEEM,STB - Push,Capability Building/Other,Capability Building,50.0,169490005,84745002,84745003,CSD
LAB South,Brazil,2025,TEEM,STB - Push,Capability Building/Other,Capability Building/Other-Other,50.0,169490005,84745002,84745003,CSD
LAB South,Brazil,2025,TEEM,STB - Push,Trade Equipment,On Premise Equipment,50.0,1201284,600642,600642,CSD
LAB South,Brazil,2025,TEEM,STB - Push,Trade Equipment,"Stands/ Racks, Other Trade Equipment",50.0,19322660,9661330,9661330,CSD
LAB South,Brazil,2025,TEEM,STB - Push,Trade Equipment,Trade Equipment-Other,50.0,5255445,2627722,2627723,CSD
LAB South,Brazil,2025,TEEM,STB - Push,Trade Programs,Distribution Incentives,50.0,25779390,12889695,12889695,CSD
LAB South,Brazil,2025,TEEM,STB - Push,Trade Programs,Innovation Investments,50.0,26542404,13271202,13271202,CSD
LAB South,Brazil,2025,TEEM,STB - Push,Trade Programs,Other Trade Programs,50.0,5369684,2684842,2684842,CSD
LAB South,Brazil,2025,TEEM,STB - Push,Trade Programs,Sales Incentives,50.0,232527,116263,116264,CSD
LAB South,Brazil,2025,TEEM,STB - Push,Trade Programs,Space Investments,50.0,1914242,957121,957121,CSD
LAB South,Brazil,2025,TEEM,STB - Push,Unilateral,CDAs,50.0,5997888,2998944,2998944,CSD
LAB South,Brazil,2025,TEEM,STB - Push,Unilateral,Capital Equipment,0.0,0,0,0,CSD
LAB South,Brazil,2025,TEEM,STB - Push,Unilateral,Other Unilateral,50.0,40271301,20135650,20135651,CSD
LAB South,Brazil,2025,TEEM,STB - Push,Unilateral,Price Support,50.0,39060536,19530268,19530268,CSD
